max_auc, method
0.755,N/A
0.5725,N/A
0.5525,N/A
0.5650000000000001,N/A
0.8424999999999999,N/A
0.8049999999999999,N/A
0.7250000000000001,N/A
0.6975,N/A
0.715,N/A
0.685,N/A
0.885,N/A
0.595,N/A
0.53,N/A
0.7074999999999999,N/A
0.7425,N/A
0.7424999999999999,N/A
0.835,N/A
0.7949999999999999,N/A
0.595,N/A
0.6299999999999999,N/A
0.8075,N/A
0.6325000000000001,N/A
0.7575000000000001,N/A
0.6425000000000001,N/A
0.84,N/A
0.7749999999999999,N/A
0.685,N/A
0.51,N/A
0.8274999999999999,N/A
0.745,N/A
0.64,N/A
0.71,N/A
0.7175,N/A
0.7875,N/A
0.6549999999999999,N/A
0.615,N/A
0.6525,N/A
0.66,N/A
0.6825,N/A
0.765,N/A
0.605,N/A
0.52,N/A
0.6950000000000001,N/A
0.6975000000000001,N/A
0.7675000000000001,N/A
0.72,N/A
0.79,N/A
0.7525,N/A
0.705,N/A
0.805,N/A
0.73,N/A
0.5775,N/A
0.585,N/A
0.8625,N/A
0.6225,N/A
0.775,N/A
0.865,N/A
0.66,N/A
0.5475,N/A
0.8049999999999999,N/A
0.5700000000000001,N/A
0.6375000000000001,N/A
0.6299999999999999,N/A
0.76,N/A
0.9075,N/A
0.8349999999999999,N/A
0.785,N/A
0.7375,N/A
0.795,N/A
0.5325,N/A
0.8475,N/A
0.6325,N/A
0.795,N/A
0.5625,N/A
0.6799999999999999,N/A
0.635,N/A
0.75,N/A
0.675,N/A
0.79,N/A
0.71,N/A
0.6625,N/A
0.6925,N/A
0.53,N/A
0.7150000000000001,N/A
0.935,N/A
0.78,N/A
0.7825000000000001,N/A
0.645,N/A
0.5575,N/A
0.8724999999999999,N/A
0.5475000000000001,N/A
0.5800000000000001,N/A
0.7725,N/A
0.6725,N/A
0.6125,N/A
0.665,N/A
0.6799999999999999,N/A
0.7800000000000001,N/A
0.73,N/A
0.6675,N/A
0.7374999999999999,N/A
0.6225,N/A
0.5525,N/A
